日期,历史价格,回归价格
2021-07-07,14.39,14.537641
2021-07-08,14.1,14.508955
2021-07-09,14.02,14.457865
2021-07-12,14.17,14.394231
2021-07-13,14.0,14.333273
2021-07-14,14.08,14.253088
2021-07-15,13.99,14.181923
2021-07-16,14.37,14.111337
2021-07-19,14.17,14.071661
2021-07-20,14.2,14.021035
2021-07-21,14.7,13.97104
2021-07-22,14.32,13.958429
2021-07-23,13.89,13.934153
2021-07-26,13.47,13.893117
2021-07-27,12.9,13.839182
2021-07-28,12.72,13.761778
2021-07-29,12.67,13.682998
2021-07-30,12.75,13.606248
2021-08-02,13.1,13.532181
2021-08-03,14.49,13.481393
2021-08-04,15.37,13.515196
2021-08-05,14.64,13.595057
2021-08-06,13.96,13.633227
2021-08-09,13.81,13.641724
2021-08-10,13.62,13.65365
2021-08-11,13.58,13.6549835
2021-08-12,13.22,13.650905
2021-08-13,13.38,13.623473
2021-08-16,13.46,13.610506
2021-08-17,13.32,13.606539
2021-08-18,13.44,13.596809
2021-08-19,12.97,13.596595
2021-08-20,12.43,13.567714
2021-08-23,12.53,13.506369
2021-08-24,12.87,13.442425
2021-08-25,12.88,13.375834
2021-08-26,12.84,13.291174
2021-08-27,12.56,13.200105
2021-08-30,12.29,13.098083
2021-08-31,12.69,12.992122
2021-09-01,13.27,12.930434
2021-09-02,13.02,12.917354
2021-09-03,12.95,12.893158
2021-09-06,13.1,12.871155
2021-09-07,13.05,12.868355
2021-09-08,13.09,12.867124
2021-09-09,13.06,12.876799
2021-09-10,13.22,12.89934
2021-09-13,13.12,12.942048
2021-09-14,12.86,12.9762945
2021-09-15,12.84,12.987904
2021-09-16,12.52,12.994789
2021-09-17,12.5,12.97643
2021-09-22,12.52,12.962496
2021-09-23,12.68,12.944946
2021-09-24,12.55,12.917117
2021-09-27,12.45,12.866041
2021-09-28,12.65,12.800976
2021-09-29,12.31,12.748586
2021-09-30,12.27,12.671754
2021-10-08,12.42,12.595252
2021-10-11,12.47,12.535681
2021-10-12,12.55,12.480236
2021-10-13,12.59,12.43433
2021-10-14,12.58,12.402738
2021-10-15,12.43,12.380732
2021-10-18,12.37,12.362959
2021-10-19,12.57,12.353594
2021-10-20,12.63,12.3682995
2021-10-21,12.67,12.387434
2021-10-22,12.73,12.41169
2021-10-25,12.59,12.446194
2021-10-26,13.12,12.466655
2021-10-27,12.55,12.535948
2021-10-28,11.65,12.565152
2021-10-29,11.66,12.52571
2021-11-01,11.9,12.488564
2021-11-02,11.92,12.4607115
2021-11-03,11.94,12.420048
2021-11-04,11.95,12.371294
2021-11-05,11.95,12.32024
2021-11-08,11.8,12.272545
2021-11-09,11.75,12.214096
2021-11-10,11.84,12.154004
2021-11-11,11.82,12.101947
2021-11-12,11.95,12.04837
2021-11-15,12.16,12.008553
2021-11-16,12.12,11.975782
2021-11-17,12.12,11.944603
2021-11-18,12.07,11.950879
2021-11-19,11.97,11.982077
2021-11-22,11.87,12.011581
2021-11-23,11.95,12.029746
2021-11-24,12.07,12.047202
2021-11-25,13.37,12.067938
2021-11-26,13.62,12.181027
2021-11-29,13.97,12.30438
2021-11-30,14.03,12.4543295
2021-12-01,13.38,12.609366
2021-12-02,13.0,12.715408
2021-12-03,12.74,12.788103
2021-12-06,12.85,12.831198
2021-12-07,12.6,12.868844
2021-12-08,12.78,12.8721895
2021-12-09,12.81,12.877091
2021-12-10,12.62,12.874961
2021-12-13,12.62,12.85635
2021-12-14,13.02,12.838826
2021-12-15,12.87,12.845547
2021-12-16,12.95,12.826255
2021-12-17,12.92,12.798651
2021-12-20,13.17,12.75331
2021-12-21,12.98,12.714122
2021-12-22,13.07,12.668741
2021-12-23,12.92,12.646984
2021-12-24,12.7,12.633979
2021-12-27,12.89,12.616242
2021-12-28,12.94,12.625029
2021-12-29,13.47,12.638521
2021-12-30,13.46,12.686256
2021-12-31,13.5,12.740588
2022-01-04,13.46,12.802927
2022-01-05,13.4,12.8605585
2022-01-06,13.41,12.914291
2022-01-07,13.65,12.965985
2022-01-10,13.85,13.028427
2022-01-11,14.56,13.096643
2022-01-12,16.1,13.208612
2022-01-13,16.13,13.401839
2022-01-14,17.4,13.583084
2022-01-17,16.24,13.824093
2022-01-18,14.53,13.984279
2022-01-19,15.12,14.035527
2022-01-20,14.53,14.115822
2022-01-21,13.6,14.143759
2022-01-24,13.42,14.101563
2022-01-25,12.65,14.047347
2022-01-26,12.78,13.946251
2022-01-27,12.32,13.862643
2022-01-28,12.45,13.751756
2022-02-07,12.48,13.656823
2022-02-08,12.51,13.563558
2022-02-09,12.72,13.462016
2022-02-10,12.67,13.368292
2022-02-11,12.2,13.258965
2022-02-14,12.2,13.119405
2022-02-15,12.25,12.998501
2022-02-16,12.44,12.885157
2022-02-17,12.25,12.787132
2022-02-18,12.31,12.686383
2022-02-21,12.47,12.597761
2022-02-22,12.17,12.538786
2022-02-23,12.31,12.473732
2022-02-24,12.69,12.440301
2022-02-25,12.95,12.443128
2022-02-28,12.97,12.476753
2022-03-01,12.87,12.518695
2022-03-02,13.05,12.556599
2022-03-03,13.07,12.609099
2022-03-04,13.49,12.674433
2022-03-07,13.26,12.773911
2022-03-08,12.72,12.8543215
2022-03-09,12.46,12.888059
2022-03-10,13.52,12.899209
2022-03-11,14.72,12.973723
2022-03-14,14.15,13.099208
2022-03-15,13.35,13.168644
2022-03-16,13.0,13.182844
