日期,历史价格,回归价格
2021-07-07,154.21,143.43182
2021-07-08,149.6,144.00789
2021-07-09,148.38,144.23906
2021-07-12,158.3,144.22136
2021-07-13,155.4,144.4027
2021-07-14,158.81,144.47101
2021-07-15,162.6,144.75195
2021-07-16,162.7,145.15231
2021-07-19,165.45,145.73857
2021-07-20,163.05,146.43901
2021-07-21,164.4,147.1373
2021-07-22,159.54,147.77176
2021-07-23,151.6,148.43474
2021-07-26,146.34,148.87292
2021-07-27,142.2,149.0456
2021-07-28,150.4,148.65686
2021-07-29,153.58,148.30809
2021-07-30,147.6,147.94821
2021-08-02,150.4,147.22508
2021-08-03,156.48,146.64052
2021-08-04,156.48,146.27011
2021-08-05,158.55,145.95383
2021-08-06,144.8,145.82336
2021-08-09,140.38,145.46674
2021-08-10,143.26,144.87187
2021-08-11,141.1,144.19235
2021-08-12,136.8,143.35303
2021-08-13,136.34,142.68939
2021-08-16,134.08,141.9628
2021-08-17,127.55,141.0373
2021-08-18,126.22,139.7586
2021-08-19,128.35,138.15422
2021-08-20,120.6,136.54204
2021-08-23,121.59,134.70284
2021-08-24,128.47,132.70743
2021-08-25,129.98,131.10088
2021-08-26,123.42,129.5701
2021-08-27,127.54,128.0864
2021-08-30,128.05,127.1193
2021-08-31,130.4,126.28553
2021-09-01,130.38,125.744606
2021-09-02,126.12,125.43738
2021-09-03,131.3,125.09191
2021-09-06,138.24,125.076096
2021-09-07,138.8,125.53608
2021-09-08,137.51,126.11255
2021-09-09,138.38,126.727585
2021-09-10,138.4,127.572655
2021-09-13,133.92,128.54732
2021-09-14,139.56,129.21272
2021-09-15,139.33,129.95906
2021-09-16,141.76,130.76573
2021-09-17,150.0,131.57858
2021-09-22,150.99,132.67763
2021-09-23,147.9,133.77945
2021-09-24,148.48,134.8013
2021-09-27,149.2,135.90884
2021-09-28,148.58,137.03398
2021-09-29,147.7,137.94128
2021-09-30,150.4,138.66945
2021-10-08,147.22,139.46622
2021-10-11,139.46,140.08604
2021-10-12,140.63,140.29063
2021-10-13,146.6,140.36032
2021-10-14,141.47,140.40761
2021-10-15,142.93,140.25497
2021-10-18,141.3,140.01268
2021-10-19,142.6,139.4887
2021-10-20,138.09,138.92786
2021-10-21,138.8,138.3363
2021-10-22,137.38,137.69135
2021-10-25,136.9,137.0549
2021-10-26,136.4,136.38281
2021-10-27,133.17,135.70316
2021-10-28,131.85,134.88829
2021-10-29,135.61,134.04773
2021-11-01,127.78,133.50824
2021-11-02,129.37,132.88503
2021-11-03,130.03,132.04445
2021-11-04,124.09,131.13559
2021-11-05,124.0,130.13098
2021-11-08,120.5,128.99258
2021-11-09,124.58,127.7064
2021-11-10,126.02,126.62877
2021-11-11,127.71,125.65088
2021-11-12,126.5,124.887886
2021-11-15,128.96,124.166794
2021-11-16,134.08,123.80789
2021-11-17,134.15,123.973526
2021-11-18,128.6,124.27398
2021-11-19,127.9,124.363846
2021-11-22,126.4,124.53517
2021-11-23,127.57,124.59224
2021-11-24,130.58,124.603645
2021-11-25,132.41,124.89125
2021-11-26,137.26,125.270836
2021-11-29,140.6,126.1135
2021-11-30,141.6,127.09049
2021-12-01,143.92,128.0529
2021-12-02,139.2,129.14307
2021-12-03,139.4,130.05864
2021-12-06,134.32,130.8229
2021-12-07,134.28,131.21837
2021-12-08,137.1,131.38072
2021-12-09,139.01,131.69766
2021-12-10,137.5,132.14667
2021-12-13,132.88,132.53786
2021-12-14,135.4,132.7504
2021-12-15,121.62,132.83421
2021-12-16,122.56,132.47299
2021-12-17,122.4,131.82056
2021-12-20,111.98,130.69722
2021-12-21,115.6,129.0166
2021-12-22,113.34,127.22221
2021-12-23,112.56,125.29213
2021-12-24,109.63,123.40743
2021-12-27,111.79,121.619156
2021-12-28,116.7,120.0292
2021-12-29,116.79,118.85199
2021-12-30,117.61,117.68498
2021-12-31,116.18,116.65295
2022-01-04,106.4,115.80164
2022-01-05,107.36,115.12613
2022-01-06,105.71,114.480095
2022-01-07,106.48,113.57308
2022-01-10,109.61,112.605125
2022-01-11,114.09,111.966934
2022-01-12,114.5,111.56587
2022-01-13,113.43,111.25958
2022-01-14,111.58,111.0364
2022-01-17,111.76,110.882774
2022-01-18,115.4,110.80128
2022-01-19,109.6,110.78779
2022-01-20,108.6,110.62752
2022-01-21,105.29,110.241005
2022-01-24,109.5,109.75454
2022-01-25,107.3,109.56475
2022-01-26,101.82,109.23899
2022-01-27,100.82,109.008644
2022-01-28,102.4,108.53176
2022-02-07,102.1,107.8841
2022-02-08,91.66,106.95339
2022-02-09,90.33,105.7912
2022-02-10,83.46,104.51655
2022-02-11,80.67,102.90694
2022-02-14,82.9,101.021225
2022-02-15,91.43,99.02249
2022-02-16,95.33,97.475334
2022-02-17,96.0,96.21474
2022-02-18,95.85,95.191986
2022-02-21,95.8,94.354904
2022-02-22,94.4,93.7864
2022-02-23,97.26,93.441124
2022-02-24,96.3,93.40786
2022-02-25,101.0,93.496056
2022-02-28,101.53,93.85503
2022-03-01,103.35,94.37541
2022-03-02,101.32,95.1502
2022-03-03,100.39,96.10695
2022-03-04,99.51,97.12978
2022-03-07,96.7,98.10295
2022-03-08,95.78,98.635445
2022-03-09,91.4,98.72596
2022-03-10,100.23,98.47432
2022-03-11,96.31,98.308784
2022-03-14,94.23,97.95827
2022-03-15,90.77,97.52768
2022-03-16,99.17,96.99393
2022-03-17,104.51,96.760605
2022-03-18,101.22,96.718506
2022-03-21,103.3,96.6443
2022-03-22,100.52,96.693085
2022-03-23,107.98,96.79499
2022-03-24,114.6,97.36419
2022-03-25,107.46,98.33837
2022-03-28,108.97,99.20328
2022-03-29,109.37,100.06799
2022-03-30,111.05,100.92972
2022-03-31,109.98,101.80606
2022-04-01,106.67,102.66689
2022-04-06,105.69,103.408134
2022-04-07,104.41,104.042564
2022-04-08,102.6,104.38104
2022-04-11,101.38,104.457306
2022-04-12,104.01,104.42324
2022-04-13,99.38,104.32306
2022-04-14,103.93,104.02499
2022-04-15,106.71,103.63723
2022-04-18,104.7,103.204666
2022-04-19,100.37,102.811104
2022-04-20,98.47,102.45431
2022-04-21,94.22,102.01502
2022-04-22,99.2,101.4222
2022-04-25,95.47,100.88408
2022-04-26,100.05,100.23069
2022-04-27,101.65,99.85233
2022-04-28,100.88,99.56514
2022-04-29,100.83,99.32198
2022-05-05,95.65,99.29661
2022-05-06,92.0,99.184265
2022-05-09,91.23,98.80759
2022-05-10,95.08,98.09873
2022-05-11,98.25,97.54247
2022-05-12,98.88,97.11266
2022-05-13,98.49,96.72792
2022-05-16,96.41,96.47122
2022-05-17,96.97,96.43968
2022-05-18,93.92,96.393394
2022-05-19,93.51,96.45929
2022-05-20,96.12,96.1494
2022-05-23,95.11,95.86575
2022-05-24,89.85,95.432976
2022-05-25,88.93,95.127914
2022-05-26,85.7,94.64434
2022-05-27,90.08,94.15937
2022-05-30,90.4,93.8497
2022-05-31,92.91,93.27478
2022-06-01,91.05,92.806175
2022-06-02,88.24,92.19995
2022-06-06,96.58,91.61747
2022-06-07,98.04,91.485725
2022-06-08,102.6,91.47778
2022-06-09,100.74,91.91791
2022-06-10,100.95,92.391266
2022-06-13,91.12,92.995865
2022-06-14,92.62,93.67822
2022-06-15,93.75,94.09956
2022-06-16,93.8,94.32724
2022-06-17,94.12,94.471954
2022-06-20,96.02,94.59796
2022-06-21,95.8,94.66501
2022-06-22,91.87,94.62288
2022-06-23,92.58,94.5797
2022-06-24,100.79,94.49326
2022-06-27,101.58,94.72047
2022-06-28,100.27,94.87882
2022-06-29,99.55,94.90258
2022-06-30,102.11,94.97482
2022-07-01,100.92,95.241516
2022-07-04,107.23,95.79506
2022-07-05,111.6,96.9482
2022-07-06,111.16,98.30854
2022-07-07,107.82,99.58024
2022-07-08,108.32,100.61324
2022-07-11,106.12,101.47167
2022-07-12,103.92,102.11582
2022-07-13,104.06,102.81403
2022-07-14,105.87,103.30906
2022-07-15,103.12,103.61449
2022-07-18,101.2,103.63583
2022-07-19,99.68,103.58979
2022-07-20,100.54,103.32891
2022-07-21,100.28,102.90939
2022-07-22,100.64,102.46549
2022-07-25,99.06,101.89871
2022-07-26,99.68,101.0119
2022-07-27,94.48,100.06602
2022-07-28,94.31,99.55611
2022-07-29,91.52,98.763885
2022-08-01,91.75,97.821266
2022-08-02,90.14,96.79352
2022-08-03,90.76,95.7592
2022-08-04,93.48,94.63234
2022-08-05,93.86,93.85564
2022-08-08,92.22,93.25332
2022-08-09,91.87,92.72348
2022-08-10,89.27,92.1698
2022-08-11,92.63,91.7016
2022-08-12,92.86,91.41928
2022-08-15,92.59,91.11327
2022-08-16,89.12,90.84482
2022-08-17,90.06,91.01952
2022-08-18,88.91,90.99731
2022-08-19,88.53,90.915436
2022-08-22,89.34,90.71252
2022-08-23,87.17,90.5568
2022-08-24,85.92,90.38624
2022-08-25,86.77,89.832886
2022-08-26,87.67,89.15961
2022-08-29,86.64,88.62923
2022-08-30,85.47,88.05947
2022-08-31,87.77,87.677414
2022-09-01,85.87,87.42488
2022-09-02,84.37,86.95494
2022-09-05,81.92,86.438805
2022-09-06,82.33,85.94642
2022-09-07,82.36,85.34923
2022-09-08,80.86,84.84829
2022-09-09,82.95,84.2019
2022-09-13,74.47,83.824455
2022-09-14,73.44,83.47712
2022-09-15,74.93,82.78921
2022-09-16,71.86,81.97627
2022-09-19,71.72,80.87477
2022-09-20,72.17,79.71295
2022-09-21,70.02,78.57213
2022-09-22,68.27,77.401886
2022-09-23,67.54,76.269806
2022-09-26,68.59,75.09564
2022-09-27,70.36,74.04876
2022-09-28,68.92,73.21747
2022-09-29,70.67,72.36643
2022-09-30,69.81,71.87148
2022-10-10,67.27,71.22169
2022-10-11,67.52,70.806946
2022-10-12,67.92,70.37164
2022-10-13,71.72,69.9867
2022-10-14,79.08,70.12114
2022-10-17,80.52,70.602875
2022-10-18,79.96,71.21487
2022-10-19,78.27,71.91034
2022-10-20,76.98,72.69489
2022-10-21,75.03,73.45909
2022-10-24,72.35,74.07626
2022-10-25,71.32,74.406944
2022-10-26,76.32,74.47347
2022-10-27,76.62,74.78193
2022-10-28,76.51,74.98622
2022-10-31,74.52,75.178665
2022-11-01,79.12,75.26307
2022-11-02,79.25,75.5862
2022-11-03,79.35,75.85447
2022-11-04,82.12,75.89554
2022-11-07,84.3,76.07717
2022-11-08,81.77,76.404465
2022-11-09,80.65,76.770874
2022-11-10,80.39,77.12799
2022-11-11,83.48,77.5726
2022-11-14,85.28,78.73482
2022-11-15,85.45,79.75119
2022-11-16,86.37,80.57392
2022-11-17,84.07,81.34814
2022-11-18,84.63,81.93857
2022-11-21,83.57,82.4447
2022-11-22,81.92,82.73746
2022-11-23,80.13,82.84887
2022-11-24,80.3,82.83132
2022-11-25,80.06,82.482605
2022-11-28,74.19,81.979866
2022-11-29,76.32,81.8935
2022-11-30,76.12,81.49533
2022-12-01,78.12,80.844666
2022-12-02,75.82,80.17069
2022-12-05,76.52,79.364235
2022-12-06,76.33,78.54639
2022-12-07,77.0,77.783585
2022-12-08,78.16,77.11538
2022-12-09,78.12,76.67577
2022-12-12,78.83,76.43754
2022-12-13,76.92,76.29965
2022-12-14,76.76,76.217834
2022-12-15,76.37,76.16089
2022-12-16,77.2,76.123146
2022-12-19,75.4,76.34393
2022-12-20,73.43,76.42763
2022-12-21,73.3,76.365166
2022-12-22,75.12,75.943695
2022-12-23,75.14,75.867455
2022-12-26,75.83,75.625725
2022-12-27,77.06,75.4299
2022-12-28,77.25,75.45122
2022-12-29,79.06,75.449005
2022-12-30,79.12,75.690765
2023-01-03,79.81,75.83252
2023-01-04,80.72,76.189255
2023-01-05,86.09,76.6671
2023-01-06,85.69,77.71602
2023-01-09,87.51,78.63245
2023-01-10,87.65,79.68571
2023-01-11,87.68,80.85449
2023-01-12,89.04,82.16923
2023-01-13,89.12,83.44865
2023-01-16,96.3,84.64397
2023-01-17,93.78,86.106606
2023-01-18,92.85,87.216095
2023-01-19,95.61,87.993126
2023-01-20,95.62,88.92483
2023-01-30,94.46,89.687225
2023-01-31,91.37,90.41464
2023-02-01,92.0,90.911255
2023-02-02,93.12,91.092445
2023-02-03,91.92,91.2828
2023-02-06,89.56,91.27441
2023-02-07,89.82,91.36959
2023-02-08,88.85,91.23952
2023-02-09,89.44,90.97182
2023-02-10,87.89,90.66094
2023-02-13,87.42,90.14579
2023-02-14,87.2,89.56369
2023-02-15,85.07,88.90895
2023-02-16,84.22,88.11033
2023-02-17,83.33,87.18186
2023-02-20,84.34,86.210106
2023-02-21,83.38,85.476654
2023-02-22,82.02,84.7444
2023-02-23,82.2,83.93353
2023-02-24,80.78,83.1602
2023-02-27,80.02,82.43175
2023-02-28,80.8,81.70548
2023-03-01,81.94,81.07691
2023-03-02,81.57,80.73782
2023-03-03,81.37,80.35766
2023-03-06,80.12,80.157875
2023-03-07,79.32,79.904564
2023-03-08,78.07,79.59562
2023-03-09,78.87,79.25628
2023-03-10,78.34,78.98032
2023-03-13,77.09,78.63334
2023-03-14,77.14,78.30567
2023-03-15,76.42,77.888504
2023-03-16,74.39,77.430214
2023-03-17,72.27,77.01824
2023-03-20,72.12,76.53738
2023-03-21,78.38,75.83841
2023-03-22,79.42,75.653175
2023-03-23,78.4,75.552284
2023-03-24,78.26,75.50724
2023-03-27,80.15,75.541794
2023-03-28,79.34,75.94844
2023-03-29,78.26,76.2817
2023-03-30,79.61,76.559395
2023-03-31,77.62,76.91524
2023-04-03,75.98,77.28478
2023-04-04,75.92,77.48653
2023-04-06,76.72,77.56993
2023-04-07,81.94,77.56477
2023-04-10,82.73,78.08402
2023-04-11,81.92,78.594055
2023-04-12,81.05,78.91282
2023-04-13,84.3,79.05283
2023-04-14,83.92,79.60052
2023-04-17,83.74,80.07629
2023-04-18,78.94,80.378746
2023-04-19,77.48,80.749695
2023-04-20,76.25,80.76655
2023-04-21,74.53,80.48254
2023-04-24,73.12,80.031166
2023-04-25,65.62,79.52281
2023-04-26,66.45,79.04352
2023-04-27,65.24,78.12175
2023-04-28,65.65,76.75321
2023-05-04,65.38,75.179825
2023-05-05,64.59,73.57855
2023-05-08,65.84,72.02762
2023-05-09,64.61,70.692566
2023-05-10,64.72,69.33348
2023-05-11,65.91,68.11294
2023-05-12,64.34,67.30618
2023-05-15,67.15,66.49941
2023-05-16,66.96,66.08409
2023-05-17,65.92,65.73654
2023-05-18,64.94,65.4938
2023-05-19,65.32,65.532364
2023-05-22,66.52,65.62174
2023-05-23,67.3,65.95871
2023-05-24,66.92,66.32371
2023-05-25,65.94,66.55149
2023-05-26,64.14,66.707054
2023-05-29,64.91,66.677925
2023-05-30,64.62,66.57534
2023-05-31,63.12,66.460785
2023-06-01,65.22,66.21752
2023-06-02,65.96,66.07789
2023-06-05,64.21,65.773445
2023-06-06,62.57,65.40722
2023-06-07,61.4,64.99437
2023-06-08,62.23,64.61886
2023-06-09,65.56,64.22059
2023-06-12,65.83,64.22627
2023-06-13,66.93,64.1054
2023-06-14,66.67,64.0724
2023-06-15,69.91,64.135345
2023-06-16,70.82,64.72824
2023-06-19,68.81,65.333405
2023-06-20,67.96,65.84023
2023-06-21,62.31,66.36036
2023-06-26,63.12,66.81703
2023-06-27,62.71,66.719444
2023-06-28,61.65,66.396065
2023-06-29,60.83,66.054924
2023-06-30,61.32,65.690895
2023-07-03,62.7,65.24568
2023-07-04,63.86,64.79514
2023-07-05,63.55,64.480415
2023-07-06,62.49,63.99711
2023-07-07,62.02,63.60738
2023-07-10,62.61,63.039486
2023-07-11,62.91,62.505276
2023-07-12,62.41,61.98731
2023-07-13,66.14,61.622265
2023-07-14,66.67,62.383064
2023-07-17,64.87,63.00678
2023-07-18,67.03,63.49075
2023-07-19,66.88,64.177864
2023-07-20,66.65,64.71464
2023-07-21,66.81,65.203606
2023-07-24,66.74,65.635025
2023-07-25,67.16,65.960396
2023-07-26,68.2,66.202896
2023-07-27,68.31,66.53686
2023-07-28,68.29,66.90784
2023-07-31,70.68,67.368095
2023-08-01,73.99,68.050476
2023-08-02,72.81,68.78578
2023-08-03,76.06,69.26924
2023-08-04,74.57,69.912575
2023-08-07,72.98,70.50252
2023-08-08,72.62,70.960014
2023-08-09,75.25,71.22775
2023-08-10,77.91,71.81704
2023-08-11,77.61,72.378845
2023-08-14,77.5,72.89667
2023-08-15,77.02,73.40371
2023-08-16,76.92,73.82802
2023-08-17,78.74,74.25817
2023-08-18,76.78,74.81589
2023-08-21,76.81,75.19686
2023-08-22,76.6,75.403366
2023-08-23,75.44,75.60016
2023-08-24,77.71,75.53386
2023-08-25,78.07,75.64333
2023-08-28,78.23,75.88294
2023-08-29,80.27,76.35085
2023-08-30,81.15,76.74826
2023-08-31,80.51,77.07367
2023-09-01,79.17,77.327774
2023-09-04,80.39,77.53988
2023-09-05,80.42,77.79909
2023-09-06,76.01,78.07625
2023-09-07,75.31,78.36438
2023-09-08,75.21,78.23895
2023-09-11,76.51,77.88869
2023-09-12,76.46,77.669525
2023-09-13,76.34,77.48798
2023-09-14,76.97,77.191956
2023-09-15,78.81,76.86519
2023-09-18,80.01,76.94973
2023-09-19,79.41,76.97419
2023-09-20,79.2,76.84347
2023-09-21,77.56,76.76507
2023-09-22,78.56,76.797356
2023-09-25,80.51,76.80054
2023-09-26,80.56,77.044014
2023-09-27,86.68,77.48843
2023-09-28,85.19,78.62418
2023-10-09,85.5,79.620415
2023-10-10,83.46,80.46052
2023-10-11,87.16,81.10233
2023-10-12,88.31,81.84926
2023-10-13,89.19,82.510765
2023-10-16,86.91,83.140205
2023-10-17,87.26,83.61419
2023-10-18,86.52,83.967125
2023-10-19,85.19,84.297714
2023-10-20,83.63,84.61415
2023-10-23,83.36,84.82638
2023-10-24,83.08,84.83788
2023-10-25,82.48,84.809715
2023-10-26,83.38,84.500755
2023-10-27,87.73,84.07695
2023-10-30,89.47,84.001976
2023-10-31,85.52,84.27307
2023-11-01,83.96,84.43338
2023-11-02,84.39,84.29285
2023-11-03,85.93,83.9977
2023-11-06,89.89,83.86068
2023-11-07,88.76,84.067184
2023-11-08,89.74,84.2996
2023-11-09,87.94,84.75724
2023-11-10,87.2,85.21856
2023-11-13,85.53,85.54271
2023-11-14,84.57,85.87333
2023-11-15,86.71,86.10112
2023-11-16,84.43,86.233025
2023-11-17,84.37,86.05584
2023-11-20,85.87,85.67626
2023-11-21,85.87,85.49755
2023-11-22,83.24,85.384186
2023-11-23,83.69,85.26984
2023-11-24,82.77,85.00711
2023-11-27,82.14,84.48463
2023-11-28,83.25,84.00114
2023-11-29,82.82,83.46017
2023-11-30,81.61,82.897766
2023-12-01,82.01,82.49411
2023-12-04,76.27,82.2303
2023-12-05,73.71,82.07188
2023-12-06,75.17,81.4385
2023-12-07,74.51,80.62604
2023-12-08,75.01,79.71761
2023-12-11,75.72,78.840416
2023-12-12,74.31,77.93476
2023-12-13,73.04,77.101585
2023-12-14,73.62,76.370125
2023-12-15,72.39,75.69641
2023-12-18,72.53,75.02721
2023-12-19,71.92,74.31789
2023-12-20,71.42,73.629196
2023-12-21,72.26,72.94846
2023-12-22,71.54,72.51266
2023-12-25,72.58,72.18652
2023-12-26,71.17,72.07075
2023-12-27,70.26,71.89739
2023-12-28,72.46,71.76113
2023-12-29,71.77,71.77017
2024-01-02,69.51,71.61412
2024-01-03,69.11,71.501274
2024-01-04,68.17,71.192055
2024-01-05,67.12,70.87071
2024-01-08,66.47,70.41317
2024-01-09,66.41,69.840706
2024-01-10,66.63,69.284004
2024-01-11,70.76,68.77451
2024-01-12,70.83,68.818054
2024-01-15,71.66,68.798676
2024-01-16,72.36,68.80722
2024-01-17,70.51,68.94374
2024-01-18,72.83,69.133385
2024-01-19,73.9,69.534966
2024-01-22,73.47,69.99201
2024-01-23,73.08,70.474754
2024-01-24,73.01,70.92248
2024-01-25,72.3,71.391495
2024-01-26,64.97,71.89513
2024-01-29,58.37,72.2271
2024-01-30,55.86,72.16365
2024-01-31,53.21,71.39175
2024-02-01,54.81,69.958115
2024-02-02,49.23,68.28662
2024-02-05,47.24,66.449036
2024-02-06,51.26,64.80611
2024-02-07,54.26,63.114338
2024-02-08,52.13,61.517223
2024-02-19,49.06,59.978397
2024-02-20,50.58,58.629814
2024-02-21,52.75,57.36543
2024-02-22,53.12,56.30844
2024-02-23,52.59,55.326206
2024-02-26,53.66,54.63136
2024-02-27,53.99,54.247658
2024-02-28,52.02,54.031525
2024-02-29,53.49,54.01682
2024-03-01,54.03,53.934765
2024-03-04,59.01,53.98187
2024-03-05,57.24,54.569923
2024-03-06,57.74,54.914257
2024-03-07,51.87,55.100643
2024-03-08,50.85,55.338535
2024-03-11,53.78,55.32942
2024-03-12,56.21,55.247692
2024-03-13,55.76,55.17942
2024-03-14,52.52,55.02629
2024-03-15,50.32,55.209663
2024-03-18,52.42,55.033863
2024-03-19,49.82,54.81493
2024-03-20,49.34,54.48399
2024-03-21,49.03,53.99227
2024-03-22,46.92,53.44822
2024-03-25,47.91,52.814632
2024-03-26,46.47,52.11385
2024-03-27,45.59,51.357666
2024-03-28,46.04,50.686157
2024-03-29,45.19,50.11418
2024-04-01,46.85,49.479088
2024-04-02,46.07,48.87359
2024-04-03,46.32,48.207706
2024-04-08,45.12,47.66986
2024-04-09,45.93,47.278275
2024-04-10,44.59,46.92236
2024-04-11,42.81,46.50313
2024-04-12,41.9,46.243374
2024-04-15,41.39,45.79512
2024-04-16,40.2,45.35565
2024-04-17,42.16,44.779163
2024-04-18,42.44,44.438526
2024-04-19,41.21,44.139416
2024-04-22,41.11,43.751205
2024-04-23,41.64,43.32106
2024-04-24,40.97,43.050423
2024-04-25,40.61,42.6394
2024-04-26,41.93,42.203182
2024-04-29,43.58,42.025723
2024-04-30,42.68,41.88189
2024-05-06,44.79,41.761055
2024-05-07,44.66,42.010548
2024-05-08,43.72,42.255627
2024-05-09,44.38,42.577923
2024-05-10,43.86,43.017597
