epoch;loss;mape;val_loss;val_mape
0;4.131964683532715;264688.03125;4.072187423706055;567.4451904296875
1;4.06382942199707;415916.8125;4.065162658691406;1118.2894287109375
2;4.034637451171875;259570.171875;4.044184684753418;1254.88134765625
3;4.002807140350342;325380.0625;3.998624324798584;949.13916015625
4;3.9660139083862305;173812.6875;3.9518723487854004;530.6273193359375
5;3.93291974067688;282156.6875;3.913163661956787;326.58013916015625
6;3.902332067489624;354597.46875;3.8801238536834717;332.1829528808594
7;3.8693480491638184;228481.890625;3.8497908115386963;339.05950927734375
8;3.837132692337036;304132.125;3.819988250732422;345.64697265625
9;3.805716037750244;332913.9375;3.7888574600219727;350.3476867675781
10;3.773975133895874;389721.4375;3.7558693885803223;361.6051940917969
11;3.7416937351226807;313283.1875;3.7231976985931396;384.93402099609375
12;3.7100167274475098;136884.546875;3.6913509368896484;397.1084289550781
13;3.6789000034332275;536167.125;3.6602742671966553;396.1862487792969
14;3.647754192352295;290167.65625;3.6296114921569824;393.0015563964844
15;3.61663556098938;335919.6875;3.5987119674682617;403.4413757324219
16;3.585735321044922;268608.90625;3.567796230316162;410.6063537597656
17;3.555187463760376;424131.375;3.537222146987915;422.95123291015625
18;3.5242910385131836;98351.125;3.5067272186279297;424.2132263183594
19;3.4941627979278564;259715.796875;3.4763405323028564;447.61724853515625
20;3.463984251022339;235802.546875;3.44639253616333;452.86578369140625
21;3.433859348297119;217472.59375;3.416738986968994;459.7698974609375
22;3.404104471206665;256869.65625;3.3873934745788574;465.58526611328125
23;3.374262571334839;315385.59375;3.3581461906433105;482.9074401855469
24;3.3458151817321777;357145.65625;3.329008102416992;504.44720458984375
25;3.3160459995269775;232358.046875;3.300278902053833;528.6959838867188
26;3.2871687412261963;198543.578125;3.271951198577881;554.5257568359375
27;3.2584192752838135;265099.875;3.243760585784912;574.2272338867188
28;3.2297489643096924;367512.46875;3.2154717445373535;564.1898803710938
29;3.2012710571289062;195528.0625;3.1875662803649902;574.1383666992188
30;3.1730387210845947;265246.6875;3.1601173877716064;599.0814208984375
31;3.1451659202575684;232817.5625;3.1332874298095703;649.0567016601562
32;3.1173510551452637;173943.015625;3.106666088104248;693.9610595703125
33;3.090085506439209;212523.890625;3.080066442489624;719.7664794921875
34;3.06252384185791;149284.71875;3.0531578063964844;730.1712036132812
35;3.035243272781372;172528.890625;3.0261497497558594;718.8135986328125
36;3.008728504180908;95356.546875;2.999800205230713;724.10498046875
37;2.9816200733184814;149037.890625;2.9742255210876465;759.5281982421875
38;2.955192804336548;133492.34375;2.948814630508423;799.8394775390625
39;2.9288547039031982;227338.484375;2.923156261444092;811.1719970703125
40;2.90287709236145;232554.453125;2.8974132537841797;814.1954345703125
41;2.8767855167388916;148659.578125;2.8724703788757324;832.5098266601562
42;2.8511693477630615;268767.5;2.847832441329956;860.3408813476562
43;2.8258938789367676;170558.71875;2.823026657104492;880.7706298828125
44;2.800386905670166;123078.6640625;2.7980704307556152;894.3903198242188
45;2.7753689289093018;182714.40625;2.7729506492614746;882.5205078125
46;2.7501697540283203;264392.0625;2.748720169067383;897.994873046875
47;2.7256624698638916;157029.8125;2.7250688076019287;921.7457275390625
48;2.7012364864349365;187710.859375;2.7013213634490967;944.3363647460938
49;2.6768083572387695;275513.4375;2.67791748046875;964.4152221679688
50;2.6525301933288574;206376.8125;2.653843879699707;958.1219482421875
51;2.628647565841675;187093.65625;2.629997730255127;946.9677124023438
52;2.60487961769104;207484.15625;2.6065104007720947;946.513427734375
53;2.581343650817871;145745.265625;2.584050178527832;977.1976318359375
54;2.557914972305298;158327.734375;2.561622142791748;995.4478759765625
55;2.5347559452056885;283089.125;2.5384464263916016;987.3792114257812
56;2.5118401050567627;117976.3671875;2.515315532684326;979.9517211914062
57;2.488682508468628;239220.25;2.492833137512207;982.5743408203125
58;2.4664361476898193;188111.96875;2.471020460128784;1002.9041748046875
59;2.4439380168914795;168785.921875;2.449296474456787;1009.1826171875
60;2.4216928482055664;202768.75;2.4269824028015137;1004.2761840820312
61;2.399522066116333;243011.921875;2.405759811401367;1022.397705078125
62;2.3776204586029053;200228.71875;2.384425640106201;1024.98095703125
63;2.355922222137451;180175.75;2.3633499145507812;1032.822998046875
64;2.3342761993408203;113604.328125;2.3415815830230713;1023.546630859375
65;2.3128933906555176;133359.375;2.3202342987060547;1017.6865844726562
66;2.2917044162750244;148781.609375;2.299032211303711;1015.7330322265625
67;2.2706515789031982;173181.078125;2.2786808013916016;1029.938232421875
68;2.2499217987060547;204809.453125;2.2580933570861816;1028.5821533203125
69;2.22912335395813;161898.8125;2.2377610206604004;1027.2608642578125
70;2.2086989879608154;172835.90625;2.217031955718994;1024.3896484375
71;2.188386917114258;186245.21875;2.197277069091797;1026.26025390625
72;2.168046236038208;127536.59375;2.17753267288208;1032.3118896484375
73;2.1480629444122314;158994.71875;2.157533645629883;1032.062255859375
74;2.128222703933716;148483.90625;2.13753604888916;1027.1292724609375
75;2.108464479446411;239865.671875;2.118131637573242;1027.2347412109375
76;2.0890886783599854;165103.6875;2.0985031127929688;1018.4053344726562
