epoch;loss;mape;val_loss;val_mape
0;4.111550331115723;433140.46875;4.076758861541748;224.11636352539062
1;4.071235656738281;108187.8046875;4.044047832489014;271.7868957519531
2;4.032582759857178;189294.484375;4.008244514465332;225.92457580566406
3;3.9955594539642334;217159.578125;3.976172924041748;232.3551788330078
4;3.960909605026245;287601.84375;3.946084976196289;269.3962097167969
5;3.9255788326263428;324455.28125;3.9201478958129883;331.6038818359375
6;3.8898885250091553;368180.65625;3.8902134895324707;368.30596923828125
7;3.854806900024414;214078.328125;3.854027509689331;358.17132568359375
8;3.819749355316162;387223.96875;3.818451404571533;352.7090148925781
9;3.785146713256836;292358.09375;3.7897891998291016;398.4073486328125
10;3.751128673553467;268055.71875;3.7575244903564453;415.2253723144531
11;3.717617988586426;279611.03125;3.7241644859313965;421.78802490234375
12;3.684300422668457;310872.5625;3.6895885467529297;418.91351318359375
13;3.651089668273926;396442.90625;3.657034158706665;426.9416809082031
14;3.6183900833129883;163463.5;3.627791404724121;446.60296630859375
15;3.5864956378936768;274406.0;3.5924770832061768;419.7997741699219
16;3.5542140007019043;209230.484375;3.561312198638916;440.19488525390625
17;3.5218899250030518;404282.65625;3.530125141143799;440.075439453125
18;3.4900991916656494;255074.671875;3.4984185695648193;433.35784912109375
19;3.459238290786743;224069.046875;3.4649133682250977;411.9925231933594
20;3.4278745651245117;257464.28125;3.436891555786133;441.6336669921875
21;3.3970906734466553;408669.46875;3.4042930603027344;426.2647399902344
22;3.366734027862549;308036.90625;3.376072883605957;432.52685546875
23;3.336402654647827;183963.75;3.346012592315674;446.7223205566406
24;3.306391716003418;301234.96875;3.310213565826416;407.367919921875
25;3.2767434120178223;215958.421875;3.283947706222534;419.7046203613281
26;3.2465901374816895;333252.5;3.25398850440979;424.3031311035156
27;3.2174224853515625;238531.65625;3.2202892303466797;394.87615966796875
28;3.1887094974517822;132091.3125;3.1913034915924072;394.7128601074219
29;3.1595757007598877;215904.0625;3.164912223815918;407.2613830566406
30;3.1309313774108887;165021.40625;3.1339645385742188;393.93023681640625
31;3.1027045249938965;131138.28125;3.1074953079223633;401.290283203125
32;3.074622869491577;172909.90625;3.0765998363494873;380.639404296875
33;3.0471060276031494;125400.9375;3.048309564590454;368.1183776855469
34;3.0187652111053467;90475.046875;3.0229971408843994;385.7221984863281
35;2.9916138648986816;163310.078125;2.993258237838745;367.7465515136719
36;2.964750051498413;266897.6875;2.96345853805542;346.719970703125
37;2.9375293254852295;142019.890625;2.9382102489471436;353.5173034667969
38;2.9106051921844482;113118.1875;2.912299156188965;359.0169982910156
39;2.8842458724975586;182570.765625;2.883005380630493;334.4268798828125
40;2.8584446907043457;166039.171875;2.8542559146881104;300.5057067871094
41;2.8316307067871094;113020.9609375;2.832198143005371;351.99041748046875
42;2.8060929775238037;203211.828125;2.803215265274048;305.88299560546875
43;2.780437469482422;63178.97265625;2.7789487838745117;324.7140197753906
44;2.75553822517395;177817.953125;2.753589153289795;321.3680725097656
45;2.7299299240112305;104567.59375;2.7253963947296143;281.7135925292969
46;2.704951047897339;133031.703125;2.7025389671325684;302.6129150390625
47;2.680219888687134;94240.8984375;2.6756958961486816;274.7383728027344
48;2.6555519104003906;60617.4375;2.6519575119018555;290.5616149902344
49;2.63126277923584;97519.0078125;2.6284568309783936;292.6992492675781
50;2.607004165649414;32928.1953125;2.6026036739349365;263.5596618652344
51;2.582906484603882;143822.078125;2.5788378715515137;267.1924133300781
52;2.559034585952759;115107.7578125;2.5543906688690186;255.52362060546875
53;2.5357859134674072;100882.5703125;2.5309300422668457;257.7427673339844
54;2.5129125118255615;146989.0;2.5089964866638184;272.16363525390625
55;2.489729166030884;127624.328125;2.4848618507385254;253.9084930419922
56;2.466355085372925;84923.6875;2.462209939956665;257.8125915527344
57;2.4438183307647705;55634.09765625;2.438349723815918;235.56227111816406
58;2.421143054962158;136325.453125;2.4174628257751465;256.41815185546875
59;2.3988194465637207;136393.046875;2.394094467163086;241.42556762695312
60;2.376912832260132;103449.390625;2.3709521293640137;228.1330108642578
61;2.3545949459075928;61104.23828125;2.3493599891662598;220.19276428222656
62;2.332622528076172;136640.15625;2.3289084434509277;242.66673278808594
63;2.3114142417907715;110929.40625;2.305730104446411;218.64871215820312
64;2.2898519039154053;99787.1875;2.2842252254486084;216.5612335205078
65;2.268439292907715;79251.390625;2.2626805305480957;203.04359436035156
66;2.2472422122955322;50261.1953125;2.243496894836426;231.31105041503906
67;2.226776361465454;44494.171875;2.221782922744751;212.26817321777344
68;2.2056140899658203;48912.8046875;2.199896812438965;196.83978271484375
69;2.185299873352051;104361.9453125;2.1793642044067383;191.7512969970703
70;2.1648788452148438;128634.3984375;2.160541534423828;214.77215576171875
71;2.145080804824829;131632.421875;2.1395316123962402;198.3658447265625
72;2.1248679161071777;98924.8046875;2.119776725769043;193.71885681152344
73;2.1048359870910645;93522.0390625;2.09985089302063;191.8922576904297
74;2.0852651596069336;55560.828125;2.0802478790283203;193.60121154785156
75;2.0657472610473633;111725.5;2.060771942138672;193.666748046875
76;2.0464301109313965;88946.09375;2.0411815643310547;187.71852111816406
77;2.0272412300109863;178697.65625;2.022404670715332;186.67739868164062
78;2.0086991786956787;51525.421875;2.004085063934326;197.88882446289062
79;1.989281415939331;23802.22265625;1.9840089082717896;171.8977508544922
80;1.9707598686218262;147158.203125;1.965590000152588;177.9432373046875
81;1.952258825302124;83787.9453125;1.9474672079086304;181.6298828125
82;1.9342807531356812;134420.375;1.9292908906936646;178.0496826171875
83;1.9158329963684082;92579.15625;1.9112424850463867;180.0327606201172
84;1.8979958295822144;25973.298828125;1.8921914100646973;154.72584533691406
85;1.8798197507858276;66296.5859375;1.8758255243301392;187.47161865234375
86;1.862592339515686;68863.421875;1.8574600219726562;165.62713623046875
87;1.8446122407913208;65558.546875;1.8395053148269653;155.61334228515625
88;1.8270848989486694;111109.8515625;1.8225657939910889;168.02635192871094
89;1.8097710609436035;70661.7890625;1.8052210807800293;162.83758544921875
90;1.79292893409729;106400.1171875;1.7887773513793945;173.6748046875
91;1.7757205963134766;111833.5234375;1.771461844444275;165.18650817871094
92;1.7590339183807373;105555.7734375;1.7543463706970215;157.0050048828125
93;1.742175579071045;98126.4609375;1.7385354042053223;172.02345275878906
94;1.7257530689239502;68057.40625;1.7213847637176514;155.35633850097656
95;1.709509015083313;91309.984375;1.7053488492965698;164.57957458496094
96;1.6930526494979858;52246.3359375;1.6886167526245117;151.34130859375
97;1.6770179271697998;91344.640625;1.6728016138076782;154.02503967285156
98;1.6612130403518677;88809.4453125;1.6570053100585938;157.16351318359375
99;1.6451668739318848;144622.765625;1.6414294242858887;160.5343475341797
100;1.6297029256820679;95649.65625;1.6253466606140137;153.53192138671875
101;1.6140638589859009;51761.25;1.6095494031906128;143.76516723632812
102;1.5988121032714844;114825.5390625;1.5946896076202393;154.493408203125
103;1.5832489728927612;70791.0546875;1.5792685747146606;149.00051879882812
104;1.5683443546295166;82953.7109375;1.5646727085113525;160.4000701904297
105;1.5531519651412964;72764.703125;1.5485875606536865;130.73170471191406
106;1.5382665395736694;142697.796875;1.5346908569335938;158.43536376953125
107;1.5235296487808228;110697.5703125;1.519571304321289;146.0807647705078
108;1.5088557004928589;106919.0234375;1.5048911571502686;144.26792907714844
109;1.4941643476486206;31911.0390625;1.4903682470321655;138.38446044921875
110;1.4799697399139404;119183.0546875;1.476233720779419;140.3317413330078
111;1.4656224250793457;65740.109375;1.4624029397964478;151.43389892578125
112;1.451609492301941;75999.4453125;1.4480280876159668;140.63232421875
113;1.437727928161621;48373.0078125;1.4339494705200195;137.26559448242188
114;1.423704743385315;83019.234375;1.4203159809112549;143.14422607421875
115;1.4098763465881348;113892.34375;1.4064865112304688;136.61962890625
116;1.396429419517517;72018.390625;1.392958641052246;139.06114196777344
117;1.382959008216858;79756.4140625;1.379381775856018;137.60452270507812
118;1.3697079420089722;150022.28125;1.3660449981689453;132.98196411132812
119;1.3563783168792725;98814.6875;1.3530402183532715;139.76638793945312
120;1.343233585357666;123192.9296875;1.33970308303833;132.68609619140625
121;1.3304818868637085;141039.203125;1.3266528844833374;127.57648468017578
122;1.317197561264038;91483.5234375;1.314213514328003;144.64968872070312
123;1.3046109676361084;59807.41796875;1.30096435546875;120.78662872314453
124;1.291887879371643;119105.28125;1.2889958620071411;140.69151306152344
125;1.2795242071151733;70485.7578125;1.276073694229126;126.91925811767578
126;1.266659140586853;52378.125;1.2636678218841553;128.42127990722656
127;1.2543678283691406;43927.8125;1.251357913017273;131.5791778564453
128;1.2420157194137573;26096.73046875;1.2392122745513916;131.8828582763672
129;1.2300969362258911;64620.0703125;1.2271003723144531;124.0179214477539
130;1.2180819511413574;121604.21875;1.2151706218719482;122.86206817626953
131;1.206359624862671;113642.8359375;1.203890323638916;136.5841064453125
132;1.1946988105773926;91673.046875;1.1915369033813477;120.75076293945312
133;1.1830315589904785;199052.921875;1.1799423694610596;126.78729248046875
134;1.1710426807403564;102534.4140625;1.1682887077331543;120.47770690917969
135;1.1598875522613525;65211.2421875;1.1569256782531738;120.8413314819336
136;1.1483560800552368;124918.0234375;1.1460423469543457;132.24533081054688
137;1.1368077993392944;48542.28515625;1.1344292163848877;115.61966705322266
138;1.1256582736968994;44099.37890625;1.1235160827636719;125.52191162109375
139;1.1146318912506104;68675.328125;1.1124695539474487;121.03543853759766
140;1.103631854057312;53274.97265625;1.1016535758972168;125.51155853271484
141;1.092881679534912;30042.931640625;1.0907015800476074;115.83477020263672
142;1.082169532775879;127884.9453125;1.0800461769104004;118.2623291015625
143;1.0715912580490112;67399.1015625;1.0694042444229126;115.55559539794922
144;1.060753583908081;66262.9453125;1.058942437171936;121.07366943359375
145;1.0502967834472656;43956.84765625;1.048473596572876;117.61685180664062
146;1.0399677753448486;117122.953125;1.03814697265625;115.71568298339844
147;1.02974534034729;105623.3515625;1.028054118156433;125.3499984741211
148;1.019386649131775;96839.71875;1.017785668373108;113.68582153320312
149;1.0094579458236694;64907.9296875;1.0079253911972046;126.71968078613281
150;0.9993293881416321;76273.1171875;0.9976503849029541;111.27220916748047
151;0.9894002079963684;67763.4140625;0.9877697825431824;115.48189544677734
152;0.9796411395072937;41427.9140625;0.978196382522583;117.53494262695312
153;0.9699679017066956;64780.296875;0.9684162735939026;113.9156494140625
154;0.9603064656257629;74391.5078125;0.9589165449142456;116.86713409423828
