日期,历史价格,回归价格
2020-12-02,15.69,19.112585067749023
2020-12-03,15.73,18.97876739501953
2020-12-04,15.63,18.89893913269043
2020-12-07,15.26,18.707834243774414
2020-12-08,15.39,18.500577926635742
2020-12-09,15.01,18.403396606445312
2020-12-10,15.01,18.242530822753906
2020-12-11,14.77,18.17789077758789
2020-12-14,14.92,18.10415267944336
2020-12-15,15.16,17.965408325195312
2020-12-16,15.41,17.935741424560547
2020-12-17,15.35,17.817020416259766
2020-12-18,15.58,17.69009780883789
2020-12-21,15.58,17.635828018188477
2020-12-22,15.74,17.542987823486328
2020-12-23,15.48,17.545373916625977
2020-12-24,14.88,17.44650650024414
2020-12-25,15.17,17.335603713989258
2020-12-28,14.7,17.405256271362305
2020-12-29,14.83,17.344635009765625
2020-12-30,14.86,17.4001522064209
2020-12-31,16.45,17.31012535095215
2021-01-04,16.42,17.321645736694336
2021-01-05,16.59,17.291343688964844
2021-01-06,16.49,17.278303146362305
2021-01-07,15.95,17.291301727294922
2021-01-08,15.99,17.244993209838867
2021-01-11,15.7,17.184955596923828
2021-01-12,16.52,17.09994125366211
2021-01-13,16.01,17.136886596679688
2021-01-14,15.92,17.038959503173828
2021-01-15,15.65,17.041404724121094
2021-01-18,15.76,16.957185745239258
2021-01-19,15.46,16.990636825561523
2021-01-20,15.88,16.8908748626709
2021-01-21,16.08,16.847095489501953
2021-01-22,16.52,16.891143798828125
2021-01-25,16.58,16.931110382080078
2021-01-26,15.75,16.940505981445312
2021-01-27,15.52,16.86080551147461
2021-01-28,15.02,16.81305503845215
2021-01-29,14.44,16.76018524169922
2021-02-01,14.52,16.67387580871582
2021-02-02,14.73,16.706615447998047
2021-02-03,14.42,16.7030029296875
2021-02-04,14.28,16.633703231811523
2021-02-05,14.33,16.644054412841797
2021-02-08,14.29,16.590152740478516
2021-02-09,14.44,16.502384185791016
2021-02-10,15.04,16.47491455078125
2021-02-18,14.79,16.55492401123047
2021-02-19,15.23,16.53357696533203
2021-02-22,15.43,16.615070343017578
2021-02-23,15.26,16.669893264770508
2021-02-24,15.19,16.678993225097656
2021-02-25,15.11,16.756528854370117
2021-02-26,14.9,16.85866355895996
2021-03-01,15.13,16.856534957885742
2021-03-02,15.07,16.897424697875977
2021-03-03,16.37,16.944900512695312
2021-03-04,15.58,17.006174087524414
2021-03-05,15.87,17.07404136657715
2021-03-08,15.69,17.227432250976562
2021-03-09,15.41,17.373432159423828
2021-03-10,15.52,17.525890350341797
2021-03-11,15.87,17.706634521484375
2021-03-12,16.04,17.915910720825195
2021-03-15,16.09,18.078271865844727
2021-03-16,16.36,18.263172149658203
2021-03-17,16.42,18.375276565551758
2021-03-18,16.34,18.42948341369629
2021-03-19,16.01,18.468029022216797
2021-03-22,16.41,18.5323543548584
2021-03-23,16.52,18.66449546813965
2021-03-24,16.22,18.794004440307617
2021-03-25,16.03,18.805021286010742
2021-03-26,15.93,18.89971160888672
